"Jahr";"A";"B";"2. Jahr";"3. Jahr";"4. Jahr";"5. Jahr"
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";89290;71705;54260;42834
2020;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";293690;268616;243507;232740
2020;"D.";"Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";583;639;559;475
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";7351;7048;6432;5797
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";491;265;179;280
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";0;0;0;0
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,38;2,29;2,21;2,14
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";1;1;1;1
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";782917;815661;843235;868107
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.9._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";0;0;875;1266
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.10._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";328;400;578;704
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.11._davon verpflichtend";328;335;456;526
2020;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.12._davon befristete ZVK-Leistung";0;0;0;0
2021;"A.";"Ergebnisprognose des zweiten bis fünften Geschäftsjahres";;;;
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";31654;30494;29130;27791
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";48;59;63;56
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";26603;26810;26646;26508
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";21885;24838;25846;26508
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";4718;1971;800;0
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";442;380;301;220
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";29;29;29;29
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";24169;28360;29660;31337
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";32944;27350;24103;20787
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";389;247;465;1350
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";1268;1240;1216;1193
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";2425;2822;2835;1962
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";1422;1419;1431;1471
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";1003;1404;1404;491
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";0;0;0;0
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";292;466;602;728
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";-2711;-2713;-2712;-2753
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";-289;-287;-288;-247
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";-3000;-3000;-3000;-3000
2021;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";0;0;0;0
2021;"B.";"Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";;;;
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";39027;40083;41380;43547
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";13076;13132;13429;14597
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;
2021;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";34261;35311;36233;37027
2021;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";;;;
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des zweiten bis fünften Geschäftsjahres";102629;98915;96363;94017
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";9237;8902;8673;8462
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.3._davon: in Immobilien";13201;14019;15414;15414
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";20483;24219;28097;26593
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";0;0;0;0
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr - inkl. indirekte Anlagen";40992;50766;46983;51390
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7a._Erwartete durchschnittliche Rendite der Neu- und Wiederanlage (ohne FLV) in % - inkl. indirekte Anlagen";3;3;2;2
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";847708;874324;897579;919369
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";63703;51359;39846;37568
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";196891;180313;163737;158455
2021;"D.";"Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";1264;1129;1056;910
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";5592;4864;4039;3573
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";209;108;20;-173
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";0;0;0;0
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,3;2,24;2,18;2,13
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";0;0;0;0
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";816790;842813;865646;885272
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.9._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";4000;4000;4000;4000
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.10._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";525;825;1060;1233
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.11._davon verpflichtend";525;606;758;867
2021;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.12._davon befristete ZVK-Leistung";0;0;0;0
2022;"A.";"Ergebnisprognose des zweiten bis fünften Geschäftsjahres";;;;
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";29235;27794;26313;24771
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";80;92;91;104
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";23478;24411;25391;25442
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";22432;24411;25391;25442
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";1047;0;0;0
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";420;369;308;255
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";1;1;5;9
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";28889;31223;31433;33962
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";21545;17954;15604;11521
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";55;788;1413;961
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";1141;1123;1108;1086
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";1105;1102;2099;2600
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";1105;1102;1102;1168
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";0;0;996;1432
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";0;0;0;0
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";9;7;7;8
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";470;470;444;443
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";-420;-420;-394;-393
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";50;50;50;50
2022;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";0;0;0;0
2022;"B.";"Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";;;;
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";37172;37783;38981;39722
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";12172;12732;13880;14571
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;
2022;"B._Angaben zur Solvabilität zum Ende des zweiten bis fünften Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";34777;35438;36013;36423
2022;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";;;;
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des zweiten bis fünften Geschäftsjahres";28644;35785;42767;44159
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";937;890;846;803
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.3._davon: in Immobilien";10069;12377;14042;14042
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";0;0;0;0
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des zweiten bis fünften Geschäftsjahres";124982;120890;113902;111483
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";5430;5050;4696;4367
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im zweiten bis fünften Geschäftsjahr - inkl. indirekte Anlagen";100188;34589;31517;30714
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.7a._Erwartete durchschnittliche Rendite der Neu- und Wiederanlage (ohne FLV) in % - inkl. indirekte Anlagen";3,41;1,88;2,68;2,15
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des zweiten bis fünften Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";867236;885616;900811;912486
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.9._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";-119454;-115258;-107866;-105746
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das zweite bis fünfte Geschäftsjahr";"C.10._Sicherungsbedarf gem. § 139 Abs. 4 VAG";5408;0;0;0
2022;"D.";"Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";;;;
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";1108;996;867;729
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";287;210;94;0
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";161;272;-496;-536
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";650;600;550;500
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.5._Durchschnittlicher Rechnungszins des zweiten bis fünften Geschäftsjahres in %";2,29;2,27;2,25;2,23
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.6._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";1;1;0;1
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.7._Erwarten Sie für das zweite bis fünfte Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";0;0;0;0
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";831549;848714;863601;874543
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.9._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";0;0;0;0
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.10._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";244;275;250;274
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.11._davon verpflichtend";244;165;140;153
2022;"D._Sonstige Angaben zum zweiten bis fünften Geschäftsjahr";"D.12._davon befristete ZVK-Leistung";0;0;0;0
2023;"A.";"Ergebnisprognose des zweiten bis fünften Geschäftsjahres";;;;
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";28109;26644;25134;23528
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";77;65;74;74
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";26675,5620018944;25368,4606553773;25932,3025571791;26128,5602256091
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";22771,2743522153;24718,4606553773;25632,3025571791;26128,5602256091
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";3904,28764967914;650;300;0
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";386;328;328;249
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";34;34;35;36
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";31524;32198;34191;36884
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";17746;15026;5822;709
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";1443;1184;7187;8438
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";1089;1076;1066;1047
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";2975,27107311578;2470,26074607062;2751,18565660588;2100,5043311373
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";1074,97278961134;1365,80878961134;1365,80878961134;1194,02126370445
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";1900,29828350443;1104,45195645927;1385,37686699453;906,483067432849
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";0;0;0;0
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";9;8;8;8
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";495,29092877864;477,199909306635;478,116900573215;829,055894471819
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";-445;-427;-428;-429
2023;"A._Ergebnisprognose des zweiten bis fünften Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";50,2909287786397;50,1999093066347;50,1169005732154;400,055894471819
