"Jahr";"A";"B";"F";"Szenario 1";"Szenario 2";"Szenario 3";"Szenario 4"
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";;1083;1083;1083;1083
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";;0;2638;0;2923
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;150;150;150;150
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";;-2712;-2712;-2712;-2712
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";;-288;-288;-288;-288
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.15._Ausgleichsposten aus dem Vorjahr";;0;0;0;0
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";;-3000;-3000;-3000;-3000
2021;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";;0;0;0;0
2021;"B.";"Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";;;;;
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";;37814;37814;37814;37814
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";;12864;12864;12864;12864
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;;
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;;
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;;
2021;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";;32982;32982;32982;32982
2021;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";;;;;
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des ersten Geschäftsjahres";;107804;106980;43543;42719
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";;8442;8442;2659;2659
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.3._davon: in Immobilien";;11657;11657;11657;11657
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";;0;0;0;0
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des ersten Geschäftsjahres";;3408;5680;79206;81478
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";;0;0;7107;7107
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im ersten Geschäftsjahr - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;124889;124889;124889;124889
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des ersten Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";;815539;815539;815539;815539
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.9._Buchwert der Kapitalanlagen zum Ende des Vorjahres (Formblatt 1, Aktivseite, C., RechVersV)";;779864;779864;779864;779864
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.10._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";;90631;90631;-49428;-49428
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.11._Sicherungsbedarf gem. § 139 Abs. 4 VAG";;220761;;;
2021;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"";;;;;
2021;"D.";"Sonstige Angaben";;;;;
2021;"D._Sonstige Angaben";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";;1177;1177;1177;1177
2021;"D._Sonstige Angaben";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";;6688;6688;6688;6688
2021;"D._Sonstige Angaben";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";;386;386;386;386
2021;"D._Sonstige Angaben";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";;0;0;0;0
2021;"D._Sonstige Angaben";"D.5._Durchschnittlicher Rechnungszins des ersten Geschäftsjahres in %";;2,38;2,38;2,38;2,38
2021;"D._Sonstige Angaben";"D.6._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";;1;1;1;1
2021;"D._Sonstige Angaben";"D.7._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";;0;0;0;0
2021;"D._Sonstige Angaben";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";;785265;785265;785265;785265
2021;"D._Sonstige Angaben";"D.9._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife mit einem Rechnungszins über 2,00% auf 2,00% ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;65857;65857;65857;65857
2021;"D._Sonstige Angaben";"D.10._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife um 10 Basispunkte ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;2989;2989;2989;2989
2021;"D._Sonstige Angaben";"D.11._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinsverstärkung für aufsichtsrechtlich genehmigte Tarife (Summe der Beträge zur Verstärkung der Rechnungsgrundlage Zins von 2011 bis 2021)";;26692;26692;26692;26692
2021;"D._Sonstige Angaben";"D.12._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinszusatzreserve gem. § 5 Abs. 3 DeckRV";;27847;27847;27847;27847
2021;"D._Sonstige Angaben";"D.13._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres für aufsichtsrechtlich genehmigte Tarife enthaltene pauschale Verstärkung, die für die Rechnungsgrundlage Zins verwendet werden kann.";;0;0;0;0
2021;"D._Sonstige Angaben";"D.14._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";;4000;4000;4000;4000
2021;"D._Sonstige Angaben";"D.15._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";;362;362;362;362
2021;"D._Sonstige Angaben";"D.16._davon verpflichtend";;362;362;362;362
2021;"D._Sonstige Angaben";"D.17._davon befristete ZVK-Leistung";;0;0;0;0
2021;"E.";"Felder für Sonderabfragen";;;;;
2021;"E._Felder für Sonderabfragen";"E.1._Zusätzlicher Schutz der Versorgungsberechtigten durch Arbeitgeber/Dritte in % der Deckungsrückstellung";;79,26;;;
2021;"E._Felder für Sonderabfragen";"";;;;;
2021;"E._Felder für Sonderabfragen";"E.2._Betriebliche Altersversorgung (bAV) gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - ohne Riesterverträge";;79,26;0;;
2021;"E._Felder für Sonderabfragen";"E.3._bAV gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - Riesterverträge";;0;0;;
2021;"E._Felder für Sonderabfragen";"E.4._Fortführung der Versicherung nach Ausscheiden aus dem Arbeitsverhältnis mit eigenen Beiträgen";;20,74;0;;
2021;"E._Felder für Sonderabfragen";"E.5._Rückdeckungsgeschäft";;0;0;;
2021;"E._Felder für Sonderabfragen";"E.6._Ursprünglich bAV gemäß § 1 BetrAVG, ursprünglich gemäß § 1 Abs. 1 S. 3 BetrAVG haftender Arbeitgeber nicht mehr existent";;0;0;;
2021;"E._Felder für Sonderabfragen";"E.7._Sonstiges (im Erläuterungsbogen darzulegen)";;0;0;;
2021;"E._Felder für Sonderabfragen";"E.8._Anzahl der existenten Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchführen oder rückdecken, für die sie gemäß § 1 Abs. 1 S. 3 BetrAVG haften (ganze Anzahl, nicht in Tausend)";;3834;;;
2021;"E._Felder für Sonderabfragen";"E.9._Anzahl der Arbeitgeber, die Zusagen der bAV gemäß § 1 BetrAVG über die Pensionskasse durchgeführt oder rückgedeckt haben und dafür gemäß § 1 Abs. 1 S. 3 BetrAVG hafteten, aber nicht mehr existent sind, ohne dass andere Arbeitgeber die Zusage und Haftung übernommen haben (ganze Anzahl, nicht in Tausend)";;0;;;
2021;"E._Felder für Sonderabfragen";"E.10._Erwartete Rendite der im Kalenderjahr 2021 vom 01.01. bis zum 30.09. getätigten Neu- und Wiederanlage in %";;2,5;;;
2021;"E._Felder für Sonderabfragen";"";;;;;
2021;"E._Felder für Sonderabfragen";"E.10.1._Neu- und Wiederanlage 01.01.2021 bis 30.09.2021 gesamt - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;87057;;;44,778
2021;"E._Felder für Sonderabfragen";"E.10.2._Anlagen mit Rentencharakter";;70993;2,2679;;44,778
2021;"E._Felder für Sonderabfragen";"E.10.3._davon: a. Renten mit Rest-/Laufzeit bis 5 Jahre";;3297;3,4779;;4,3644
2021;"E._Felder für Sonderabfragen";"E.10.4._davon: b. Renten mit Rest-/Laufzeit 5 bis 10 Jahre";;11658;2,9679;;8,516
2021;"E._Felder für Sonderabfragen";"E.10.5._davon: c. Renten mit Rest-/Laufzeit 10 bis 20 Jahre";;13001;2,8319;;14,5574
2021;"E._Felder für Sonderabfragen";"E.10.6._davon: d. Renten mit Rest-/Laufzeit ab 20 Jahre";;43036;1,8153;;66,8269
2021;"E._Felder für Sonderabfragen";"E.10.7._davon: a. mit Rating AAA bis AA";;35657;1,5628;;72,2122
2021;"E._Felder für Sonderabfragen";"E.10.8._davon: b. mit Rating A bis BBB";;32375;3,057;;17,6455
2021;"E._Felder für Sonderabfragen";"E.10.9._davon: c. mit Rating BB bis B";;2960;2,1325;;11,0643
2021;"E._Felder für Sonderabfragen";"E.10.10._davon: d. mit Rating CCC bis D";;0;0;;0
2021;"E._Felder für Sonderabfragen";"E.10.11._davon: e. ohne Rating";;0;0;;0
2021;"E._Felder für Sonderabfragen";"E.10.12._davon: a. Staaten und Gebietskörperschaften";;40198;1,5083;;69,4786
2021;"E._Felder für Sonderabfragen";"E.10.13._davon: b. Banken";;0;0;;0
2021;"E._Felder für Sonderabfragen";"E.10.14._davon: unbesichert";;0;0;;0
2021;"E._Felder für Sonderabfragen";"E.10.15._davon: c. Unternehmen";;30796;3,2595;;12,5361
2021;"E._Felder für Sonderabfragen";"E.10.16._Anlagen mit Eigenkapitalcharakter";;0;0;0;0
2021;"E._Felder für Sonderabfragen";"E.10.17._Immobilien";;9502;0;4,383;0
2021;"E._Felder für Sonderabfragen";"E.10.18._Sonstige Kapitalanlagen";;6561;0;2,2987;0
2021;"E._Felder für Sonderabfragen";"";;;;;
2021;"E._Felder für Sonderabfragen";"E.11._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Höhe des Rechnungszinses (nach Höhe des Rechnungszinses absteigend sortiert)";;0,9;;;
2021;"E._Felder für Sonderabfragen";"E.12._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Erwartete Anzahl der Neuzugänge in diesen Tarifen (gesamte Anzahl, nicht in Tausend)";;0;;;
2021;"E._Felder für Sonderabfragen";"E.13._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Geschätztes Beitragsvolumen für einen 12-Monatszeitraum aus lfd. Beiträgen und lfd. Einmalbeiträgen in Tsd. €";;0;;;
2021;"E._Felder für Sonderabfragen";"E.14._Neugeschäft im ersten Geschäftsjahr (neue versicherte Person oder neuer Vertrag zu vorhandener versicherter Person, ohne internen Versorgungsausgleich): Prognostizierte Einmalbeiträge ohne lfd. Einmalbeiträge in Tsd. €";;0;;;
2021;"E._Felder für Sonderabfragen";"E.15._Bei Schließung/Neuauflage von Tarifen in 2021/2022: Höhe des Rechnungszinses der nach Schließung/Neuauflage für das Neugeschäft offenen Tarife (absteigend sortiert, analog E.11.)";;;;;
2021;"F.";"Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"Für das Folgejahr deklarierte Gesamtverzinsung (Rechnungszins zuzüglich Zinsüberschussanteilsatz bei den im Folgejahr für das Neugeschäft offenen Tarifen):";;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.1._Rentenversicherungen in der Aufschubzeit (Anwartschaftszeit)";0,9;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.2._Rentenversicherungen in der Rentenbezugszeit";0,95;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.3._Gesamtzinssatz für die verzinsliche Ansammlung";0,9;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.4._Für das Folgejahr deklarierte Zins-Direktgutschrift (bei den im Folgejahr für das Neugeschäft offenen Tarifen)";0;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.5._Termin des Beschlussvorschlags des Verantwortlichen Aktuars für den Vorstand";44532;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.6._Beschlusstermin des Vorstands";44532;;;;
2021;"F._Überschussdeklaration für das Folgejahr (nur dann erforderlich, wenn ausdrücklich verlangt)";"F.7._Beschluss des Vorstands weicht nicht vom Beschlussvorschlag des Verantwortlichen Aktuars ab";0;;;;
2022;"A.";"Ergebnisprognose des ersten Geschäftsjahres";;;;;
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.1._Verdiente Beiträge für eigene Rechnung";;30389;30389;30389;30389
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.2._Beiträge aus der Brutto-Rückstellung für Beitragsrückerstattung";;100;100;100;100
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3._Erträge aus Kapitalanlagen";;22028;22028;40739;40739
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.1._davon: laufende Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 1, Zeile 26 ./. Zeile 25)";;12207;12207;12207;12207
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.3.2._davon: übrige Erträge aus Kapitalanlagen (Nw. 201, S. 1, Spalte 2, Zeile 26 ./. Zeile 25)";;9821;9821;28532;28532
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.4._Nicht realisierte Gewinne aus Kapitalanlagen";;0;0;0;0
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.5._Sonstige versicherungstechnische Erträge für eigene Rechnung";;1;1;1;1
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.6._Aufwendungen für Versicherungsfälle für eigene Rechnung";;24773;24773;24773;24773
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.7._Veränderung der übrigen versicherungstechnischen Netto-Rückstellungen";;20879;18905;20823;18878
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.8._Aufwendungen für die erfolgsabhängige Beitragsrückerstattung für eigene Rechnung";;172;172;172;172
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.9._Aufwendungen für den Versicherungsbetrieb für eigene Rechnung";;1158;1158;1158;1158
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10._Aufwendungen für Kapitalanlagen";;3701;3701;26857;26857
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.1._davon: laufende Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 3, Zeile 26 ./. Zeile 25)";;1312;1312;1312;1312
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.10.2._davon: übrige Aufwendungen für Kapitalanlagen (Nw. 201, S. 1, Spalte 4, Zeile 26 ./. Zeile 25)";;2390;2390;25545;25545
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.11._Nicht realisierte Verluste aus Kapitalanlagen";;2699;4673;2755;4700
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.12._Sonstige versicherungstechnische Aufwendungen für eigene Rechnung";;216;216;216;216
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.13._Versicherungstechnisches Ergebnis für eigene Rechnung";;-1080;-1080;-5525;-5525
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.14._Saldo der Posten II.1., II.2., II.4., II.5. und II.7. bis II.10. aus Formblatt 3 RechVersV";;-420;-420;-420;-420
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.15._Ausgleichsposten aus dem Vorjahr";;0;0;0;0
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.16._Jahresüberschuss/Jahresfehlbetrag";;-1500;-1500;-5945;-5945
2022;"A._Ergebnisprognose des ersten Geschäftsjahres";"A.17._nachrichtlich: Ergebnis aus dem abgegebenen VG";;0;0;0;0
2022;"B.";"Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";;;;;
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.1._Eigenmittel A (gem. Rundschreiben 4/2005 (VA))";;37306;37306;35861;35861
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.2._davon: ungebundene, zur Verlustdeckung verwendbare Rückstellung für Beitragsrückerstattung (inkl. SÜAF, entsprechend NW 702 Seite 1, Zeile 19)";;12355;12355;12355;12355
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.3._Eigenmittel B (gem. Rundschreiben 4/2005 (VA))";;;;;
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.4._davon: stille Nettoreserven";;;;;
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.5._Mindestbetrag der Mindestkapitalanforderung";;;;;
2022;"B._Angaben zur Solvabilität zum Ende des ersten Geschäftsjahres";"B.6._Solvabilitätskapitalanforderung";;33975;33975;33975;33975
2022;"C.";"Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";;;;;
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.1._Unsaldierte stille Reserven zum Ende des ersten Geschäftsjahres";;20712;20712;0;0
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.2._davon: in zum Nennwert bilanzierten Kapitalanlagen";;1019;1019;0;0
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.3._davon: in Immobilien";;7852;7852;0;0
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.4._davon: in Anteilen an verbundenen Unternehmen und Beteiligungen";;;;;
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.5._Unsaldierte stille Lasten zum Ende des ersten Geschäftsjahres";;139353;141873;177656;180175
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.6._davon: in zum Nennwert bilanzierten Kapitalanlagen";;5838;5838;7311;7311
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.7._Neu- und Wiederanlage (ohne FLV) im ersten Geschäftsjahr - inkl. indirekte Anlagen (vgl. Anleitung, Abschnitt 4.c)";;222022;222022;281495;281495
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.8._Buchwert der Kapitalanlagen zum Ende des ersten Geschäftsjahres (Formblatt 1, Aktivseite, C., RechVersV)";;845746;845746;841301;841301
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.9._Buchwert der Kapitalanlagen zum Ende des Vorjahres (Formblatt 1, Aktivseite, C., RechVersV)";;823283;823283;823283;823283
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.10._Bewertungsreserven in festverzinslichen Anlagen und Zinsabsicherungsgeschäften gem. § 139 Abs. 3 VAG";;-135025;-135025;-174976;-174976
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"C.11._Sicherungsbedarf gem. § 139 Abs. 4 VAG";;0;;;
2022;"C._Zusatzangaben zu Kapitalanlagen und zum Sicherungsbedarf für das erste Geschäftsjahr";"";;;;;
2022;"D.";"Sonstige Angaben";;;;;
2022;"D._Sonstige Angaben";"D.1._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich genehmigte Tarife  (in A.7. enthalten)";;1193;1193;1193;1193
2022;"D._Sonstige Angaben";"D.2._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlage Zins für aufsichtsrechtlich nicht genehmigte Tarife (Zinszusatzreserve gem. § 5 Abs.3 DeckRV; in A.7. enthalten)";;267;267;267;267
2022;"D._Sonstige Angaben";"D.3._Veränderung der Deckungsrückstellung zur Verstärkung anderer, bereits feststehender Rechnungsgrundlagen für aufsichtsrechtlich genehmigte und nicht genehmigte Tarife (in A.7. enthalten)";;-1479;-1479;-1479;-1479
2022;"D._Sonstige Angaben";"D.4._Veränderung der Deckungsrückstellung zur Verstärkung der Rechnungsgrundlagen (Zins und andere), die nicht schon in D.1. bis D.3. enthalten ist (in A.7. enthalten)";;0;0;0;0
2022;"D._Sonstige Angaben";"D.5._Durchschnittlicher Rechnungszins des ersten Geschäftsjahres in %";;2,31;2,31;2,31;2,31
2022;"D._Sonstige Angaben";"D.6._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Reduzierung der Mindestzuführung zur RfB gem. MindZV zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen).";;1;1;1;1
2022;"D._Sonstige Angaben";"D.7._Erwarten Sie für das erste Geschäftsjahr einen Antrag auf Entnahme aus der RfB aufgrund § 140 Abs. 1 Satz 2 VAG zu stellen? Antwortmöglichkeiten: 0=nein, 1=ja (bei Möglichkeit 1 bitte Erläuterung im Erläuterungsbogen)";;0;0;0;0
2022;"D._Sonstige Angaben";"D.8._Deckungsrückstellung zum Ende des Geschäftsjahres, inkl. Verstärkungen (ohne FLV)";;810907;810907;810907;810907
2022;"D._Sonstige Angaben";"D.9._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife mit einem Rechnungszins über 2,00% auf 2,00% ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;62391;62391;62391;62391
2022;"D._Sonstige Angaben";"D.10._Potenzieller Aufwand für die Absenkung des Rechnungszinses aller aufsichtsrechtlich genehmigten Tarife um 10 Basispunkte ohne Berücksichtigung einer ggf. vorhandenen pauschalen Verstärkung (nicht in A.7. enthalten)";;2773;2773;2773;2773
2022;"D._Sonstige Angaben";"D.11._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinsverstärkung für aufsichtsrechtlich genehmigte Tarife (Summe der Beträge zur Verstärkung der Rechnungsgrundlage Zins von 2011 bis 2022)";;28620;28620;28620;28620
2022;"D._Sonstige Angaben";"D.12._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres enthaltene Zinszusatzreserve gem. § 5 Abs. 3 DeckRV";;28729;28729;28729;28729
2022;"D._Sonstige Angaben";"D.13._In der Deckungsrückstellung zum Ende des ersten Geschäftsjahres für aufsichtsrechtlich genehmigte Tarife enthaltene pauschale Verstärkung, die für die Rechnungsgrundlage Zins verwendet werden kann.";;0;0;0;0
2022;"D._Sonstige Angaben";"D.14._Im Rahmen der Prognoserechnung angesetzte Unterstützung durch Aktionäre / Trägerunternehmen / gruppenangehörige Unternehmen";;1500;1500;4500;4500
2022;"D._Sonstige Angaben";"D.15._Zum Zwecke der Leistungserhöhung oder Verrechnung mit sonst zu zahlenden Beiträgen verwendete / entnommene Beträge aus Rohüberschuss, aus der RfB oder aus vergleichbaren Rückstellungen";;500;500;500;500
2022;"D._Sonstige Angaben";"D.16._davon verpflichtend";;500;500;500;500
2022;"D._Sonstige Angaben";"D.17._davon befristete ZVK-Leistung";;0;0;0;0
2022;"E.";"Felder für Sonderabfragen";;;;;
2022;"E._Felder für Sonderabfragen";"E.1._Zusätzlicher Schutz der Versorgungsberechtigten durch Arbeitgeber/Dritte in % der Deckungsrückstellung";;78,54;;;
2022;"E._Felder für Sonderabfragen";"";;;;;
2022;"E._Felder für Sonderabfragen";"E.2._Betriebliche Altersversorgung (bAV) gemäß § 1 BetrAVG mit Haftung eines existenten Arbeitgebers gemäß § 1 Abs. 1 S. 3 BetrAVG - ohne Riesterverträge";;78,54;0;;
